gutenberg_id	bytes	source_path	repo_path
13376	158	1/3/3/7/13376/13376-README.txt	books_txt/13376.txt
13397	537	1/3/3/9/13397/LICENSE.txt	books_txt/13397.txt
13493	537	1/3/4/9/13493/LICENSE.txt	books_txt/13493.txt
13675	537	1/3/6/7/13675/LICENSE.txt	books_txt/13675.txt
14006	537	1/4/0/0/14006/LICENSE.txt	books_txt/14006.txt
14257	537	1/4/2/5/14257/LICENSE.txt	books_txt/14257.txt
14264	537	1/4/2/6/14264/LICENSE.txt	books_txt/14264.txt
14285	537	1/4/2/8/14285/LICENSE.txt	books_txt/14285.txt
14286	537	1/4/2/8/14286/LICENSE.txt	books_txt/14286.txt
14293	537	1/4/2/9/14293/LICENSE.txt	books_txt/14293.txt
14557	299	1/4/5/5/14557/14557-0.txt	books_txt/14557.txt
14568	537	1/4/5/6/14568/LICENSE.txt	books_txt/14568.txt
14826	537	1/4/8/2/14826/LICENSE.txt	books_txt/14826.txt
14833	537	1/4/8/3/14833/LICENSE.txt	books_txt/14833.txt
14838	537	1/4/8/3/14838/LICENSE.txt	books_txt/14838.txt
14971	537	1/4/9/7/14971/LICENSE.txt	books_txt/14971.txt
15040	537	1/5/0/4/15040/LICENSE.txt	books_txt/15040.txt
15077	537	1/5/0/7/15077/LICENSE.txt	books_txt/15077.txt
15679	537	1/5/6/7/15679/LICENSE.txt	books_txt/15679.txt
15704	537	1/5/7/0/15704/LICENSE.txt	books_txt/15704.txt
16405	539	1/6/4/0/16405/LICENSE.txt	books_txt/16405.txt
16832	537	1/6/8/3/16832/LICENSE.txt	books_txt/16832.txt
16989	537	1/6/9/8/16989/LICENSE.txt	books_txt/16989.txt
17135	537	1/7/1/3/17135/LICENSE.txt	books_txt/17135.txt
17306	537	1/7/3/0/17306/LICENSE.txt	books_txt/17306.txt
17371	537	1/7/3/7/17371/LICENSE.txt	books_txt/17371.txt
17989	537	1/7/9/8/17989/LICENSE.txt	books_txt/17989.txt
17991	537	1/7/9/9/17991/LICENSE.txt	books_txt/17991.txt
17992	537	1/7/9/9/17992/LICENSE.txt	books_txt/17992.txt
18105	537	1/8/1/0/18105/LICENSE.txt	books_txt/18105.txt
18567	537	1/8/5/6/18567/LICENSE.txt	books_txt/18567.txt
18956	537	1/8/9/5/18956/LICENSE.txt	books_txt/18956.txt
19070	537	1/9/0/7/19070/LICENSE.txt	books_txt/19070.txt
19217	537	1/9/2/1/19217/LICENSE.txt	books_txt/19217.txt
19450	539	1/9/4/5/19450/LICENSE.txt	books_txt/19450.txt
19993	537	1/9/9/9/19993/LICENSE.txt	books_txt/19993.txt
20151	537	2/0/1/5/20151/LICENSE.txt	books_txt/20151.txt
20158	537	2/0/1/5/20158/LICENSE.txt	books_txt/20158.txt
20174	537	2/0/1/7/20174/LICENSE.txt	books_txt/20174.txt
20630	537	2/0/6/3/20630/LICENSE.txt	books_txt/20630.txt
21179	537	2/1/1/7/21179/LICENSE.txt	books_txt/21179.txt
21410	537	2/1/4/1/21410/LICENSE.txt	books_txt/21410.txt
21839	537	2/1/8/3/21839/LICENSE.txt	books_txt/21839.txt
21927	537	2/1/9/2/21927/LICENSE.txt	books_txt/21927.txt
21928	537	2/1/9/2/21928/LICENSE.txt	books_txt/21928.txt
21931	537	2/1/9/3/21931/LICENSE.txt	books_txt/21931.txt
21964	537	2/1/9/6/21964/LICENSE.txt	books_txt/21964.txt
22094	537	2/2/0/9/22094/LICENSE.txt	books_txt/22094.txt
22211	537	2/2/2/1/22211/LICENSE.txt	books_txt/22211.txt
22942	537	2/2/9/4/22942/LICENSE.txt	books_txt/22942.txt
23168	345	2/3/1/6/23168/pnote-23168.txt	books_txt/23168.txt
24353	537	2/4/3/5/24353/LICENSE.txt	books_txt/24353.txt
24485	537	2/4/4/8/24485/LICENSE.txt	books_txt/24485.txt
24487	537	2/4/4/8/24487/LICENSE.txt	books_txt/24487.txt
25102	537	2/5/1/0/25102/LICENSE.txt	books_txt/25102.txt
25342	537	2/5/3/4/25342/LICENSE.txt	books_txt/25342.txt
25525	537	2/5/5/2/25525/LICENSE.txt	books_txt/25525.txt
25547	537	2/5/5/4/25547/LICENSE.txt	books_txt/25547.txt
25728	537	2/5/7/2/25728/LICENSE.txt	books_txt/25728.txt
26168	537	2/6/1/6/26168/LICENSE.txt	books_txt/26168.txt
26298	537	2/6/2/9/26298/LICENSE.txt	books_txt/26298.txt
26449	537	2/6/4/4/26449/LICENSE.txt	books_txt/26449.txt
26541	537	2/6/5/4/26541/LICENSE.txt	books_txt/26541.txt
26742	537	2/6/7/4/26742/LICENSE.txt	books_txt/26742.txt
27028	537	2/7/0/2/27028/LICENSE.txt	books_txt/27028.txt
27029	537	2/7/0/2/27029/LICENSE.txt	books_txt/27029.txt
27030	537	2/7/0/3/27030/LICENSE.txt	books_txt/27030.txt
27031	537	2/7/0/3/27031/LICENSE.txt	books_txt/27031.txt
27032	537	2/7/0/3/27032/LICENSE.txt	books_txt/27032.txt
27033	537	2/7/0/3/27033/LICENSE.txt	books_txt/27033.txt
27034	537	2/7/0/3/27034/LICENSE.txt	books_txt/27034.txt
27035	537	2/7/0/3/27035/LICENSE.txt	books_txt/27035.txt
27036	537	2/7/0/3/27036/LICENSE.txt	books_txt/27036.txt
27037	537	2/7/0/3/27037/LICENSE.txt	books_txt/27037.txt
27038	537	2/7/0/3/27038/LICENSE.txt	books_txt/27038.txt
27041	537	2/7/0/4/27041/LICENSE.txt	books_txt/27041.txt
27042	537	2/7/0/4/27042/LICENSE.txt	books_txt/27042.txt
27043	537	2/7/0/4/27043/LICENSE.txt	books_txt/27043.txt
27044	537	2/7/0/4/27044/LICENSE.txt	books_txt/27044.txt
27045	537	2/7/0/4/27045/LICENSE.txt	books_txt/27045.txt
27046	537	2/7/0/4/27046/LICENSE.txt	books_txt/27046.txt
27047	537	2/7/0/4/27047/LICENSE.txt	books_txt/27047.txt
27048	537	2/7/0/4/27048/LICENSE.txt	books_txt/27048.txt
27098	537	2/7/0/9/27098/LICENSE.txt	books_txt/27098.txt
27702	537	2/7/7/0/27702/LICENSE.txt	books_txt/27702.txt
28054	537	2/8/0/5/28054/LICENSE.txt	books_txt/28054.txt
28161	537	2/8/1/6/28161/LICENSE.txt	books_txt/28161.txt
28233	537	2/8/2/3/28233/LICENSE.txt	books_txt/28233.txt
29021	537	2/9/0/2/29021/LICENSE.txt	books_txt/29021.txt
29156	941	2/9/1/5/29156/29156-0.txt	books_txt/29156.txt
29257	537	2/9/2/5/29257/LICENSE.txt	books_txt/29257.txt
29662	537	2/9/6/6/29662/LICENSE.txt	books_txt/29662.txt
29801	537	2/9/8/0/29801/LICENSE.txt	books_txt/29801.txt
29802	537	2/9/8/0/29802/LICENSE.txt	books_txt/29802.txt
29803	537	2/9/8/0/29803/LICENSE.txt	books_txt/29803.txt
30151	229	3/0/1/5/30151/30151-0.txt	books_txt/30151.txt
30152	245	3/0/1/5/30152/30152-0.txt	books_txt/30152.txt
30153	244	3/0/1/5/30153/30153-0.txt	books_txt/30153.txt
30154	224	3/0/1/5/30154/30154-0.txt	books_txt/30154.txt
30156	185	3/0/1/5/30156/30156-0.txt	books_txt/30156.txt
30165	537	3/0/1/6/30165/LICENSE.txt	books_txt/30165.txt
30422	537	3/0/4/2/30422/LICENSE.txt	books_txt/30422.txt
30423	537	3/0/4/2/30423/LICENSE.txt	books_txt/30423.txt
30449	537	3/0/4/4/30449/LICENSE.txt	books_txt/30449.txt
30537	537	3/0/5/3/30537/LICENSE.txt	books_txt/30537.txt
30716	537	3/0/7/1/30716/LICENSE.txt	books_txt/30716.txt
31318	537	3/1/3/1/31318/LICENSE.txt	books_txt/31318.txt
31414	539	3/1/4/1/31414/LICENSE.txt	books_txt/31414.txt
31415	539	3/1/4/1/31415/LICENSE.txt	books_txt/31415.txt
31632	537	3/1/6/3/31632/LICENSE.txt	books_txt/31632.txt
31633	537	3/1/6/3/31633/LICENSE.txt	books_txt/31633.txt
31634	537	3/1/6/3/31634/LICENSE.txt	books_txt/31634.txt
31668	537	3/1/6/6/31668/LICENSE.txt	books_txt/31668.txt
31944	537	3/1/9/4/31944/LICENSE.txt	books_txt/31944.txt
32065	537	3/2/0/6/32065/LICENSE.txt	books_txt/32065.txt
32094	537	3/2/0/9/32094/LICENSE.txt	books_txt/32094.txt
32827	537	3/2/8/2/32827/LICENSE.txt	books_txt/32827.txt
33249	537	3/3/2/4/33249/LICENSE.txt	books_txt/33249.txt
33250	537	3/3/2/5/33250/LICENSE.txt	books_txt/33250.txt
33283	537	3/3/2/8/33283/LICENSE.txt	books_txt/33283.txt
33460	537	3/3/4/6/33460/LICENSE.txt	books_txt/33460.txt
33461	537	3/3/4/6/33461/LICENSE.txt	books_txt/33461.txt
33462	537	3/3/4/6/33462/LICENSE.txt	books_txt/33462.txt
33663	537	3/3/6/6/33663/LICENSE.txt	books_txt/33663.txt
33849	537	3/3/8/4/33849/LICENSE.txt	books_txt/33849.txt
33858	537	3/3/8/5/33858/LICENSE.txt	books_txt/33858.txt
33934	537	3/3/9/3/33934/LICENSE.txt	books_txt/33934.txt
34060	537	3/4/0/6/34060/LICENSE.txt	books_txt/34060.txt
34089	537	3/4/0/8/34089/LICENSE.txt	books_txt/34089.txt
34091	537	3/4/0/9/34091/LICENSE.txt	books_txt/34091.txt
34282	537	3/4/2/8/34282/LICENSE.txt	books_txt/34282.txt
34366	537	3/4/3/6/34366/LICENSE.txt	books_txt/34366.txt
34413	537	3/4/4/1/34413/LICENSE.txt	books_txt/34413.txt
34549	537	3/4/5/4/34549/LICENSE.txt	books_txt/34549.txt
34640	537	3/4/6/4/34640/LICENSE.txt	books_txt/34640.txt
34657	537	3/4/6/5/34657/LICENSE.txt	books_txt/34657.txt
34658	537	3/4/6/5/34658/LICENSE.txt	books_txt/34658.txt
34659	537	3/4/6/5/34659/LICENSE.txt	books_txt/34659.txt
34731	537	3/4/7/3/34731/LICENSE.txt	books_txt/34731.txt
34935	537	3/4/9/3/34935/LICENSE.txt	books_txt/34935.txt
